0.0000000000	 0.5000000000
0.1000000000	 0.6570000000
0.2000000000	 0.8284350000
0.3000000000	 1.0137206750
0.4000000000	 1.2122113459
0.5000000000	 1.4231935372
0.6000000000	 1.6458788586
0.7000000000	 1.8793961387
0.8000000000	 2.1227827333
0.9000000000	 2.3749749203
1.0000000000	 2.6347972870
1.1000000000	 2.9009510021
1.2000000000	 3.1720008573
1.3000000000	 3.4463609473
1.4000000000	 3.7222788468
1.5000000000	 3.9978181257
1.6000000000	 4.2708390289
1.7000000000	 4.5389771269
1.8000000000	 4.7996197253
1.9000000000	 5.0498797964
2.0000000000	 5.2865671750
