0.0000000000	 0.5000000000
0.0100000000	 0.5150000000
0.0200000000	 0.5301490000
0.0300000000	 0.5454464900
0.0400000000	 0.5608919549
0.0500000000	 0.5764848744
0.0600000000	 0.5922247232
0.0700000000	 0.6081109704
0.0800000000	 0.6241430801
0.0900000000	 0.6403205109
0.1000000000	 0.6566427160
0.1100000000	 0.6731091432
0.1200000000	 0.6897192346
0.1300000000	 0.7064724270
0.1400000000	 0.7233681512
0.1500000000	 0.7404058328
0.1600000000	 0.7575848911
0.1700000000	 0.7749047400
0.1800000000	 0.7923647874
0.1900000000	 0.8099644353
0.2000000000	 0.8277030796
0.2100000000	 0.8455801104
0.2200000000	 0.8635949115
0.2300000000	 0.8817468606
0.2400000000	 0.9000353292
0.2500000000	 0.9184596825
0.2600000000	 0.9370192794
0.2700000000	 0.9557134722
0.2800000000	 0.9745416069
0.2900000000	 0.9935030230
0.3000000000	 1.0125970532
0.3100000000	 1.0318230237
0.3200000000	 1.0511802539
0.3300000000	 1.0706680565
0.3400000000	 1.0902857371
0.3500000000	 1.1100325944
0.3600000000	 1.1299079204
0.3700000000	 1.1499109996
0.3800000000	 1.1700411096
0.3900000000	 1.1902975207
0.4000000000	 1.2106794959
0.4100000000	 1.2311862908
0.4200000000	 1.2518171537
0.4300000000	 1.2725713253
0.4400000000	 1.2934480385
0.4500000000	 1.3144465189
0.4600000000	 1.3355659841
0.4700000000	 1.3568056439
0.4800000000	 1.3781647004
0.4900000000	 1.3996423474
0.5000000000	 1.4212377709
0.5100000000	 1.4429501486
0.5200000000	 1.4647786501
0.5300000000	 1.4867224366
0.5400000000	 1.5087806609
0.5500000000	 1.5309524675
0.5600000000	 1.5532369922
0.5700000000	 1.5756333621
0.5800000000	 1.5981406957
0.5900000000	 1.6207581027
0.6000000000	 1.6434846837
0.6100000000	 1.6663195306
0.6200000000	 1.6892617259
0.6300000000	 1.7123103431
0.6400000000	 1.7354644466
0.6500000000	 1.7587230910
0.6600000000	 1.7820853219
0.6700000000	 1.8055501752
0.6800000000	 1.8291166769
0.6900000000	 1.8527838437
0.7000000000	 1.8765506821
0.7100000000	 1.9004161889
0.7200000000	 1.9243793508
0.7300000000	 1.9484391443
0.7400000000	 1.9725945358
0.7500000000	 1.9968444811
0.7600000000	 2.0211879259
0.7700000000	 2.0456238052
0.7800000000	 2.0701510433
0.7900000000	 2.0947685537
0.8000000000	 2.1194752392
0.8100000000	 2.1442699916
0.8200000000	 2.1691516915
0.8300000000	 2.1941192085
0.8400000000	 2.2191714005
0.8500000000	 2.2443071145
0.8600000000	 2.2695251857
0.8700000000	 2.2948244375
0.8800000000	 2.3202036819
0.8900000000	 2.3456617187
0.9000000000	 2.3711973359
0.9100000000	 2.3968093093
