0.0000000000	 0.5000000000
0.0100000000	 0.5150750000
0.0200000000	 0.5302994987
0.0300000000	 0.5456729887
0.0400000000	 0.5611949572
0.0500000000	 0.5768648866
0.0600000000	 0.5926822537
0.0700000000	 0.6086465303
0.0800000000	 0.6247571830
0.0900000000	 0.6410136726
0.1000000000	 0.6574154551
0.1100000000	 0.6739619804
0.1200000000	 0.6906526933
0.1300000000	 0.7074870329
0.1400000000	 0.7244644325
0.1500000000	 0.7415843201
0.1600000000	 0.7588461175
0.1700000000	 0.7762492410
0.1800000000	 0.7937931008
0.1900000000	 0.8114771015
0.2000000000	 0.8293006414
0.2100000000	 0.8472631128
0.2200000000	 0.8653639021
0.2300000000	 0.8836023893
0.2400000000	 0.9019779483
0.2500000000	 0.9204899467
0.2600000000	 0.9391377457
0.2700000000	 0.9579207000
0.2800000000	 0.9768381581
0.2900000000	 0.9958894616
0.3000000000	 1.0150739456
0.3100000000	 1.0343909388
0.3200000000	 1.0538397627
0.3300000000	 1.0734197323
0.3400000000	 1.0931301557
0.3500000000	 1.1129703337
0.3600000000	 1.1329395606
0.3700000000	 1.1530371232
0.3800000000	 1.1732623012
0.3900000000	 1.1936143674
0.4000000000	 1.2140925868
0.4100000000	 1.2346962173
0.4200000000	 1.2554245092
0.4300000000	 1.2762767056
0.4400000000	 1.2972520415
0.4500000000	 1.3183497445
0.4600000000	 1.3395690344
0.4700000000	 1.3609091232
0.4800000000	 1.3823692149
0.4900000000	 1.4039485055
0.5000000000	 1.4256461830
0.5100000000	 1.4474614271
0.5200000000	 1.4693934095
0.5300000000	 1.4914412932
0.5400000000	 1.5136042332
0.5500000000	 1.5358813758
0.5600000000	 1.5582718586
0.5700000000	 1.5807748108
0.5800000000	 1.6033893526
0.5900000000	 1.6261145956
0.6000000000	 1.6489496423
0.6100000000	 1.6718935862
0.6200000000	 1.6949455117
0.6300000000	 1.7181044941
0.6400000000	 1.7413695993
0.6500000000	 1.7647398838
0.6600000000	 1.7882143946
0.6700000000	 1.8117921693
0.6800000000	 1.8354722356
0.6900000000	 1.8592536115
0.7000000000	 1.8831353053
0.7100000000	 1.9071163152
0.7200000000	 1.9311956291
0.7300000000	 1.9553722252
0.7400000000	 1.9796450711
0.7500000000	 2.0040131240
0.7600000000	 2.0284753309
0.7700000000	 2.0530306280
0.7800000000	 2.0776779408
0.7900000000	 2.1024161841
0.8000000000	 2.1272442618
0.8100000000	 2.1521610666
0.8200000000	 2.1771654803
0.8300000000	 2.2022563734
0.8400000000	 2.2274326049
0.8500000000	 2.2526930226
0.8600000000	 2.2780364625
0.8700000000	 2.3034617489
0.8800000000	 2.3289676945
0.8900000000	 2.3545530999
0.9000000000	 2.3802167535
0.9100000000	 2.4059574319
0.9200000000	 2.4317738991
0.9300000000	 2.4576649068
0.9400000000	 2.4836291941
0.9500000000	 2.5096654875
0.9600000000	 2.5357725006
0.9700000000	 2.5619489343
0.9800000000	 2.5881934760
0.9900000000	 2.6145048005
1.0000000000	 2.6408815687
1.0100000000	 2.6673224285
1.0200000000	 2.6938260139
1.0300000000	 2.7203909453
1.0400000000	 2.7470158293
1.0500000000	 2.7736992584
1.0600000000	 2.8004398110
1.0700000000	 2.8272360511
1.0800000000	 2.8540865284
1.0900000000	 2.8809897780
1.1000000000	 2.9079443203
1.1100000000	 2.9349486607
1.1200000000	 2.9620012897
1.1300000000	 2.9891006827
1.1400000000	 3.0162452995
1.1500000000	 3.0434335848
1.1600000000	 3.0706639673
1.1700000000	 3.0979348602
1.1800000000	 3.1252446605
1.1900000000	 3.1525917494
1.2000000000	 3.1799744915
1.2100000000	 3.2073912351
1.2200000000	 3.2348403120
1.2300000000	 3.2623200371
1.2400000000	 3.2898287085
1.2500000000	 3.3173646070
1.2600000000	 3.3449259963
1.2700000000	 3.3725111226
1.2800000000	 3.4001182144
1.2900000000	 3.4277454824
1.3000000000	 3.4553911195
1.3100000000	 3.4830533003
1.3200000000	 3.5107301810
1.3300000000	 3.5384198993
1.3400000000	 3.5661205743
1.3500000000	 3.5938303060
1.3600000000	 3.6215471756
